usp_category,usp_class,usp_drug,kegg_id_drug,drug_example,kegg_id_drug_example,nomenclature
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",Hydralazine,DG00261,Hydralazine polistirex,D04458,(USAN)
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial",Minoxidil,,Minoxidil,D00418,(JAN/USP/INN)
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial/Venous",Isosorbide dinitrate,DG01270,Isosorbide dinitrate,D00516,(JP17/USP/INN)
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial/Venous",Isosorbide mononitrate,,Isosorbide mononitrate,D00630,(JP17/USP/INN)
Cardiovascular Agents,"Vasodilators, Direct-acting Arterial/Venous",Nitroglycerin,,Nitroglycerin,D00515,(JP17/USP)
Cardiovascular Agents,"Cardiovascular Agents, Other",Aliskiren,DG00352,Aliskiren,D03208,(USAN/INN)
Cardiovascular Agents,"Cardiovascular Agents, Other",Aliskiren,DG00352,Aliskiren fumarate,D06412,(JAN/USAN)
Cardiovascular Agents,"Cardiovascular Agents, Other",Digoxin,,Digoxin,D00298,(JP17/USP)
Cardiovascular Agents,"Cardiovascular Agents, Other",Pentoxifylline,,Pentoxifylline,D00501,(JAN/USP/INN)
Cardiovascular Agents,"Cardiovascular Agents, Other",Ranolazine,DG00247,Ranolazine,D05700,(USAN/INN)
Cardiovascular Agents,"Cardiovascular Agents, Other",Ranolazine,DG00247,Ranolazine hydrochloride,D05701,(USAN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",Dextroamphetamine,DG00967,Dextroamphetamine,D03740,(USAN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",Dextroamphetamine,DG00967,Dextroamphetamine sulfate,D02078,(USP)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",Lisdexamfetamine,DG00973,Lisdexamfetamine,D08130,(INN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",Lisdexamfetamine,DG00973,Lisdexamfetamine dimesylate,D04747,(USAN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",Methamphetamine,DG00968,Metamfetamine,D08187,(INN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Amphetamines",Methamphetamine,DG00968,Methamphetamine hydrochloride,D02242,(JP17/USP)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Atomoxetine,DG00970,Atomoxetine,D07473,(INN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Atomoxetine,DG00970,Atomoxetine hydrochloride,D02574,(JAN/USAN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Clonidine,DG00249,Clonidine,D00281,(JAN/USP/INN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Clonidine,DG00249,Clonidine hydrochloride,D00604,(JP17/USP)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Dexmethylphenidate,DG00972,Dexmethylphenidate,D07806,(INN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Dexmethylphenidate,DG00972,Dexmethylphenidate hydrochloride,D03721,(USAN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Guanfacine,DG00250,Guanfacine,D08031,(INN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Guanfacine,DG00250,Guanfacine hydrochloride,D00606,(JAN/USP)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Methylphenidate,DG00969,Methylphenidate,D04999,(USAN/INN)
Central Nervous System Agents,"Attention Deficit Hyperactivity Disorder Agents, Non- amphetamines",Methylphenidate,DG00969,Methylphenidate hydrochloride,D01296,(JAN/USP)
Central Nervous System Agents,Fibromyalgia Agents,Duloxetine,DG00962,Duloxetine,D07880,(INN)
Central Nervous System Agents,Fibromyalgia Agents,Duloxetine,DG00962,Duloxetine hydrochloride,D01179,(JAN/USAN)
Central Nervous System Agents,Fibromyalgia Agents,Milnacipran,DG00960,Milnacipran,D08222,(INN)
Central Nervous System Agents,Fibromyalgia Agents,Milnacipran,DG00960,Milnacipran hydrochloride,D01107,(JAN/USAN)
Central Nervous System Agents,Fibromyalgia Agents,Pregabalin,,Pregabalin,D02716,(JAN/USAN/INN)
Central Nervous System Agents,Multiple Sclerosis Agents,Interferon beta-1a,,Interferon beta-1a,D04554,(USAN)
Central Nervous System Agents,Multiple Sclerosis Agents,Interferon beta-1b,,Interferon beta-1b,D00746,(USAN/INN)
Central Nervous System Agents,Multiple Sclerosis Agents,Dalfampridine,,Dalfampridine,D04127,(USAN)
Central Nervous System Agents,Multiple Sclerosis Agents,Teriflunomide,,Teriflunomide,D10172,(USAN)
Central Nervous System Agents,Multiple Sclerosis Agents,Fingolimod,DG00741,Fingolimod hydrochloride,D04187,(JAN/USAN)
Central Nervous System Agents,Multiple Sclerosis Agents,Dimethyl fumarate,,Dimethyl fumarate,D03846,(JAN/USAN)
Central Nervous System Agents,Multiple Sclerosis Agents,Glatiramer,,Glatiramer acetate,D04318,(JAN/USAN)
Central Nervous System Agents,Multiple Sclerosis Agents,Mitoxantrone,DG00701,Mitoxantrone,D08224,(INN)
Central Nervous System Agents,Multiple Sclerosis Agents,Mitoxantrone,DG00701,Mitoxantrone hydrochloride,D02166,(JAN/USP)
Central Nervous System Agents,Multiple Sclerosis Agents,Natalizumab,,Natalizumab,D06886,(JAN)
Central Nervous System Agents,"Central Nervous System, Other",Gabapentin enacarbil,,Gabapentin enacarbil,D09539,(JAN/USAN/INN)
Central Nervous System Agents,"Central Nervous System, Other",Tetrabenazine,,Tetrabenazine,D08575,(JAN/INN)
Central Nervous System Agents,"Central Nervous System, Other",Riluzole,,Riluzole,D00775,(JAN/USAN/INN)
Central Nervous System Agents,"Central Nervous System, Other",Dextromethorphan/Quinidine,,Dextromethorphan hydrobromide and quinidine sulfate,D10208,
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",Atropine,DG00052,Atropine,D00113,(USP)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",Atropine,DG00052,Methylatropine nitrate,D01077,(USAN)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",Atropine,DG00052,Atropine methylbromide,D03814,(JAN)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",Atropine,DG00052,Atropine oxide hydrochloride,D03011,(USAN)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",Atropine,DG00052,Atropine oxide,D07477,(INN)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",Atropine,DG00052,Atropine sulfate,D02069,(JP17/USP)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",Dicyclomine,DG00032,Dicycloverine,D07820,(INN)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",Dicyclomine,DG00032,Dicyclomine hydrochloride,D00717,(JAN/USP)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",Glycopyrrolate,,Glycopyrrolate,D00540,(USP)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",Mepenzolate,DG00040,Mepenzolate bromide,D00720,(JP17/INN)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",Methscopolamine,,Methscopolamine bromide,D00715,(USP)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",Scopolamine,DG00065,Scopolamine,D00138,(INN)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",Scopolamine,DG00065,Scopolamine butylbromide,D01451,(JP17)
Gastrointestinal Agents,"Antispasmodics, Gastrointestinal",Scopolamine,DG00065,Scopolamine hydrobromide,D02071,(USP)
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,Cimetidine,DG00017,Cimetidine,D00295,(JP17/USP/INN)
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,Cimetidine,DG00017,Cimetidine hydrochloride,D03503,(USP)
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,Famotidine,,Famotidine,D00318,(JP17/USP/INN)
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,Nizatidine,,Nizatidine,D00440,(JP17/USP/INN)
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,Ranitidine,DG00018,Ranitidine,D00422,(USAN/INN)
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,Ranitidine,DG00018,Ranitidine bismuth citrate,D05699,(USAN)
Gastrointestinal Agents,Histamine2 (H2) receptor Antagonists,Ranitidine,DG00018,Ranitidine hydrochloride,D00673,(JP17/USP)
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,Alosetron,DG00046,Alosetron,D07129,(INN)
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,Alosetron,DG00046,Alosetron hydrochloride,D02829,(USAN)
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,Linaclotide,DG00079,Linaclotide,D09355,(JAN/USAN)
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,Linaclotide,DG00079,Linaclotide acetate,D06612,(USAN)
Gastrointestinal Agents,Irritable Bowel Syndrome Agents,Lubiprostone,,Lubiprostone,D04790,(JAN/USAN/INN)
Gastrointestinal Agents,Laxatives,Lactulose,,Lactulose,D00352,(JP17/USP/INN)
Gastrointestinal Agents,Protectants,Misoprostol,,Misoprostol,D00419,(JAN/USAN/INN)
Gastrointestinal Agents,Protectants,Sucralfate,DG00025,Sucralfate,D00446,(USP/INN)
Gastrointestinal Agents,Proton Pump Inhibitors,Dexlansoprazole,,Dexlansoprazole,D08903,(INN/USAN)
Gastrointestinal Agents,Proton Pump Inhibitors,Esomeprazole,DG00023,Esomeprazole,D07917,(INN)
Gastrointestinal Agents,Proton Pump Inhibitors,Esomeprazole,DG00023,Esomeprazole magnesium,D01984,(USAN)
Gastrointestinal Agents,Proton Pump Inhibitors,Esomeprazole,DG00023,Esomeprazole sodium,D04056,(USAN)
Gastrointestinal Agents,Proton Pump Inhibitors,Esomeprazole,DG00023,Esomeprazole potassium,D09339,(USAN)
Gastrointestinal Agents,Proton Pump Inhibitors,Esomeprazole,DG00023,Esomeprazole strontium,D10120,(USAN)
Gastrointestinal Agents,Proton Pump Inhibitors,Lansoprazole,,Lansoprazole,D00355,(JP17/USP/INN)
Gastrointestinal Agents,Proton Pump Inhibitors,Omeprazole,DG00020,Omeprazole,D00455,(JP17/USP/INN)
Gastrointestinal Agents,Proton Pump Inhibitors,Omeprazole,DG00020,Omeprazole sodium,D01207,(USAN)
Gastrointestinal Agents,Proton Pump Inhibitors,Omeprazole,DG00020,Omeprazole sodium injection,D05261,(JAN)
Gastrointestinal Agents,Proton Pump Inhibitors,Omeprazole,DG00020,Omeprazole magnesium,D05259,(USAN)
Gastrointestinal Agents,Proton Pump Inhibitors,Pantoprazole,DG00021,Pantoprazole,D05353,(USAN/INN)
Gastrointestinal Agents,Proton Pump Inhibitors,Pantoprazole,DG00021,Pantoprazole sodium,D02593,(USAN)
Gastrointestinal Agents,Proton Pump Inhibitors,Rabeprazole,DG00022,Rabeprazole,D08463,(INN)
Gastrointestinal Agents,Proton Pump Inhibitors,Rabeprazole,DG00022,Rabeprazole sodium,D00724,(JP17/USAN)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Alvimopan,,Alvimopan,D02878,(USAN)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Crofelemer,,Crofelemer,D03605,(USAN)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Diphenoxylate hydrochloride and Atropine sulfate,,Atropine sulfate - diphenoxylate hydrochloride mixt,D00301,
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Loperamide,DG00092,Loperamide,D08144,(INN)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Loperamide,DG00092,Loperamide hydrochloride,D00729,(JAN/USP)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Loperamide,DG00092,Loperamide oxide,D07113,(INN)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Methylnaltrexone,,Methylnaltrexone bromide,D06618,(JAN/USAN)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Metoclopramide,DG00055,Metoclopramide,D00726,(JP17/INN)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Metoclopramide,DG00055,Metoclopramide hydrochloride,D02213,(JAN)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Metoclopramide,DG00055,Metoclopramide hydrochloride,D05008,(USAN)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Rifaximin,,Rifaximin,D02554,(JAN/USAN/INN)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Ursodiol,,Ursodiol,D00734,(USP)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Glutamine,,Glutamine,D00015,(USP)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Somatropin,,Somatropin,D02691,(USP/INN)
Gastrointestinal Agents,"Gastrointestinal Agents, Other",Teduglutide,,Teduglutide,D06053,(USAN/INN)
Genitourinary Agents,"Antispasmodics, Urinary",Mirabegron,,Mirabegron,D09535,(USAN/JAN)
Genitourinary Agents,"Antispasmodics, Urinary",Darifenacin,DG00482,Darifenacin,D03654,(USAN/INN)
Genitourinary Agents,"Antispasmodics, Urinary",Darifenacin,DG00482,Darifenacin hydrobromide,D01699,(JAN/USAN)
Genitourinary Agents,"Antispasmodics, Urinary",Fesoterodine,DG00483,Fesoterodine,D07226,(INN)
Genitourinary Agents,"Antispasmodics, Urinary",Fesoterodine,DG00483,Fesoterodine fumarate,D08923,(JAN/USP)
Genitourinary Agents,"Antispasmodics, Urinary",Flavoxate,DG00477,Flavoxate,D07961,(INN)
Genitourinary Agents,"Antispasmodics, Urinary",Flavoxate,DG00477,Flavoxate hydrochloride,D00718,(JP17/USAN)
Genitourinary Agents,"Antispasmodics, Urinary",Oxybutynin,DG00478,Oxybutynin,D00465,(USAN/INN)
Genitourinary Agents,"Antispasmodics, Urinary",Oxybutynin,DG00478,Oxybutynin chloride,D00722,(USP)
Genitourinary Agents,"Antispasmodics, Urinary",Solifenacin,DG00481,Solifenacin,D08522,(INN)
Genitourinary Agents,"Antispasmodics, Urinary",Solifenacin,DG00481,Solifenacin succinate,D01269,(JAN/USAN/INN)
Genitourinary Agents,"Antispasmodics, Urinary",Tolterodine,DG00480,Tolterodine,D00646,(USAN/INN)
Genitourinary Agents,"Antispasmodics, Urinary",Tolterodine,DG00480,Tolterodine tartrate,D01148,(JAN/USAN)
Genitourinary Agents,"Antispasmodics, Urinary",Trospium,,Trospium chloride,D01103,(JAN/USAN/INN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Alfuzosin,DG00489,Alfuzosin,D07124,(INN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Alfuzosin,DG00489,Alfuzosin hydrochloride,D01692,(JAN/USAN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Doxazosin,DG00256,Doxazosin,D07874,(INN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Doxazosin,DG00256,Doxazosin mesylate,D00608,(USAN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Prazosin,DG00253,Prazosin,D08411,(INN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Prazosin,DG00253,Prazosin hydrochloride,D00609,(JP17/USP)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Silodosin,,Silodosin,D01965,(JP17/INN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Tamsulosin,DG00490,Tamsulosin,D08560,(INN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Tamsulosin,DG00490,Tamsulosin hydrochloride,D01024,(JP17/USAN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Terazosin,DG00491,Terazosin,D08569,(INN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Terazosin,DG00491,Terazosin hydrochloride,D00610,(USAN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Dutasteride,,Dutasteride,D03820,(JAN/USAN/INN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Finasteride,,Finasteride,D00321,(JAN/USP/INN)
Genitourinary Agents,Benign Prostatic Hypertrophy Agents,Tadalafil,,Tadalafil,D02008,(JAN/USAN/INN)
Genitourinary Agents,Phosphate Binders,Calcium acetate,DG01299,Calcium acetate,D00931,(USP)
Genitourinary Agents,Phosphate Binders,Calcium acetate,DG01299,Calcium acetate,D02257,(JAN)
Genitourinary Agents,Phosphate Binders,Lanthanum,,Lanthanum carbonate,D04667,(USAN)
Genitourinary Agents,Phosphate Binders,Sevelamer,DG01161,Sevelamer,D08512,(INN)
Genitourinary Agents,Phosphate Binders,Sevelamer,DG01161,Sevelamer hydrochloride,D01983,(JAN/USAN)
Genitourinary Agents,Phosphate Binders,Sevelamer,DG01161,Sevelamer carbonate,D06642,(USAN)
Genitourinary Agents,"Genitourinary Agents, Other",Bethanechol,DG00991,Bethanechol chloride,D01000,(JP17/USP)
Genitourinary Agents,"Genitourinary Agents, Other",Penicillamine,DG00763,Penicillamine,D00496,(JAN/USP/INN)
Genitourinary Agents,"Genitourinary Agents, Other",Penicillamine,DG00763,Penicillamine hydrochloride,D08330,
Genitourinary Agents,"Genitourinary Agents, Other",Pentosan polysulfate,,Pentosan polysulfate sodium,D05428,(USAN/INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Anabolic Steroids,Oxandrolone,,Oxandrolone,D00462,(JAN/USP/INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,Danazol,,Danazol,D00289,(JP17/USP/INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,Fluoxymesterone,,Fluoxymesterone,D00327,(JP17/USP/INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,Methyltestosterone,,Methyltestosterone,D00408,(JP17/USP/INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,Testosterone,DG00460,Testosterone,D00075,(JAN/USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,Testosterone,DG00460,Testosterone cypionate,D00957,(USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,Testosterone,DG00460,Testosterone enanthate,D00958,(JP17/USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,Testosterone,DG00460,Testosterone propionate,D00959,(JP17/USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,Testosterone,DG00460,Testosterone ketolaurate,D06085,(USAN/INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,Testosterone,DG00460,Testosterone phenylacetate,D06086,(USAN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,Testosterone,DG00460,Testosterone undecanoate,D06087,(USAN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,Testosterone,DG00460,Testosterone decanoate,D08573,
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Androgens,Testosterone,DG00460,Testosterone phenylpropionate,D08574,
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,Estradiol,DG00462,Estradiol,D00105,(JAN/USP/INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,Estradiol,DG00462,Estradiol valerate,D01413,(JAN/USP/INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,Estradiol,DG00462,Estradiol dipropionate,D01617,(JAN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,Estradiol,DG00462,Estradiol benzoate,D01953,(JP17)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,Estradiol,DG00462,Estradiol acetate,D04061,(USAN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,Estradiol,DG00462,Estradiol cypionate,D04063,(USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,Estradiol,DG00462,Estradiol enanthate,D04064,(USAN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,Estradiol,DG00462,Estradiol undecylate,D04065,(USAN/INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,Estradiol,DG00462,Estradiol hemihydrate,D07918,
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,Estradiol,DG00462,Estradiol 17 beta-hemisuccinate,D07919,
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,"Estrogens, conjugated",DG00465,"Estrogens, conjugated",D04070,(JAN/USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,"Estrogens, conjugated synthetic",,"Synthetic conjugated estrogens, B",D05987,(USAN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,"Estrogens, esterified",,"Estrogens, esterified",D04071,(USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,Estrone,DG00464,Estrone,D00067,(JAN/USP/INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,Estrone,DG00464,Estrone sodium sulfate,D00312,
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,Estrone,DG00464,Estropipate,D00948,(USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,Estropipate,,Estropipate,D00948,(USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,Ethinyl estradiol,DG00461,Ethinyl estradiol,D00554,(USP)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Estrogens,Ethinyl estradiol,DG00461,Ethinylestradiol propanesulfonate,D07928,
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progesterone Agonists/Antagonists,Ulipristal,DG00459,Ulipristal,D09567,(USAN/INN)
"Hormonal Agents, Stimulant/Replacement/Modifying (Sex Hormones/Modifiers)",Progesterone Agonists/Antagonists,Ulipristal,DG00459,Ulipristal acetate,D09687,(JAN/USAN)
